ID,词,NUM,chinese_text,图,词性,explain,eng_text,jp_text,ara_text,fr_text,de_text,pt_text,spa_text,ru_text
204455,军团,,,"集体,斗争",n,,,,,,,,,
204457,陈某,,,,PER,,,,,,,,,
204459,受限,,,"得到,病,传,吸",v,,,,,,,,,
204461,总价,,,,n,,,,,,,,,
204463,这块,,,,r,,,,,,,,,
204469,执导,,,,v,,,,,,,,,
204471,占领,,,"强迫,得到",v,,,,,,,,,
204475,巴基斯坦,,,"国家,P,A,K",LOC,,,,,,,,,
204477,逆回购,,,,nz,,,,,,,,,
204479,空单,,,,n,,,,,,,,,
204481,会长,,,"领导,最,集体",PER,,,,,,,,,
204483,可控,,,,v,,,,,,,,,
204485,所得,,,"资金,得到",vn,,,,,,,,,
204487,福特,,,,ORG,,,,,,,,,
204489,原创,,,,v,,,,,,,,,
204491,瑞典,,,"国家,S,W,E",LOC,,,,,,,,,
204493,工地,,,"地方,生产",n,,,,,,,,,
204495,律法,,,,n,,,,,,,,,
204497,赛车,,,,n,,,,,,,,,
204499,正能量,,,,n,,,,,,,,,
204501,终值,,,,n,,,,,,,,,
204503,混乱,,,乱,a,,,,,,,,,
204505,收缩,,,小V,v,,,,,,,,,
204507,华润,,,,ORG,,,,,,,,,
204509,奖项,,,,n,,,,,,,,,
204511,公安,,,"部门,秩序",n,,,,,,,,,
204513,价位,,,价格,n,,,,,,,,,
204515,团体,,,集体,ORG,,,,,,,,,
204519,新年,,,"年,新",t,,,,,,,,,
204521,仿佛,,,像,d,,,,,,,,,
204523,坐镇,,,"指导,领导",v,,,,,,,,,
204525,时点,,,,n,,,,,,,,,
204527,限售股,,,,nz,,,,,,,,,
204529,树立,,,建,v,,,,,,,,,
204533,报表,,,"信息,秩序,告诉",n,,,,,,,,,
204535,牛市,,,,n,,,,,,,,,
204541,外汇,,,"资金,国家,其他",n,,,,,,,,,
204543,歌曲,,,"音乐,说",n,,,,,,,,,
204545,冻结,,,"限制,固定",vn,,,,,,,,,
204547,乌拉圭,,,,LOC,,,,,,,,,
204549,怎么样,,,"什么,方法",r,,,,,,,,,
204551,实习生,,,,,,,,,,,,,
204553,三亚,,,,LOC,,,,,,,,,
204555,拦截,,,"阻止,物,经过",v,,,,,,,,,
204557,王菲,,,,PER,,,,,,,,,
204561,早期,,,"时间,段,开始A",t,,,,,,,,,
204563,张艺谋,,,,PER,,,,,,,,,
204565,智能化,,,,vn,,,,,,,,,
204567,金融业,,,,n,,,,,,,,,
204569,准确性,,,"性质,正确,很",n,,,,,,,,,
204571,快报,,,"纸,企业,信息,快",n,,,,,,,,,
204573,税后,,,,t,,,,,,,,,
204577,识别,,,"知道,区分",vn,,,,,,,,,
204579,入驻,,,,v,,,,,,,,,
204581,离场,,,,v,,,,,,,,,
204583,抢眼,,,,vn,,,,,,,,,
204585,区内,,,"里,地区",s,,,,,,,,,
204587,改制,,,"规则,变,使",v,,,,,,,,,
204589,型号,,,"名,种类,形式",n,,,,,,,,,
204593,录像,,,"射,变,图",n,,,,,,,,,
204595,于今,,,,d,,,,,,,,,
204597,策划,,,计划,v,,,,,,,,,
204599,首战,,,,v,,,,,,,,,
204601,时任,,,"承担,时间,那",v,,,,,,,,,
204603,悄然,,,秘密D,d,,,,,,,,,
204605,船舶,,,"机,水",1,,,,,,,,,
204613,并发,,,"产生,一起",v,,,,,,,,,
204615,被动,,,"主动,反",a,,,,,,,,,
204617,帕森斯,,,,PER,,,,,,,,,
204619,先行,,,以前D,v,,,,,,,,,
204621,灰熊,,,,ORG,,,,,,,,,
204623,自贸,,,,vn,,,,,,,,,
204625,相结合,,,,v,,,,,,,,,
204627,精英,,,"人,能力",PER,,,,,,,,,
204629,长远,,,"长,时间,很",a,,,,,,,,,
204631,王先生,,,,PER,,,,,,,,,
204633,以其,,,,d,,,,,,,,,
204635,直销,,,,vn,,,,,,,,,
204637,投融资,,,,vn,,,,,,,,,
204639,八强,,,,n,,,,,,,,,
204641,马力,,,,n,,,,,,,,,
204643,地说,,,,v,,,,,,,,,
204645,合规,,,,vn,,,,,,,,,
204647,数额,,,数量,n,,,,,,,,,
204649,女排,,,"球,手,雌",0,,,,,,,,,
204651,拥抱,,,"围,手,体",vn,,,,,,,,,
204653,准则,,,规则,n,,,,,,,,,
204657,引援,,,,vn,,,,,,,,,
204659,掘金,,,,n,,,,,,,,,
204661,血液,,,血,n,,,,,,,,,
204663,景气,,,旺盛,an,,,,,,,,,
204665,秋季,,,"季节,变,冷",0,,,,,,,,,
204667,库卡,,,,PER,,,,,,,,,
204671,丰厚,,,多,a,,,,,,,,,
204673,浪潮,,,"做N,社会,大",ORG,,,,,,,,,
204675,店铺,,,"企业,对待,买",0,,,,,,,,,
204677,天下,,,世界,n,,,,,,,,,
204683,专属,,,,a,,,,,,,,,
204687,首秀,,,,n,,,,,,,,,
204689,界面,,,"面,显示",n,,,,,,,,,
204691,安徽省,,,,LOC,,,,,,,,,
204693,色彩,,,色,n,,,,,,,,,
204695,三国,,,,t,,,,,,,,,
204697,外出,,,外V,vn,,,,,,,,,
204699,害怕,,,怕,v,,,,,,,,,
204701,近两年,,,,0,,,,,,,,,
204703,冯小刚,,,,PER,,,,,,,,,
204705,事业部,,,,n,,,,,,,,,
204707,机器,,,机,n,,,,,,,,,
204709,方政,,,,PER,,,,,,,,,
204711,不受,,,,v,,,,,,,,,
204713,绯闻,,,,n,,,,,,,,,
204715,乏力,,,"坏,缺少A",an,,,,,,,,,
204717,配件,,,部件,n,,,,,,,,,
204719,头号,,,"秩序0,1",a,,,,,,,,,
204721,保费,,,"资金,用,行业,危险,承担",n,,,,,,,,,
204723,新浪,,,,ORG,,,,,,,,,
204725,没有人,,,"无,人",v,,,,,,,,,
204729,处分,,,罚,vn,,,,,,,,,
204731,集成,,,"结合,集中",vn,,,,,,,,,
204735,说话,,,说,v,,,,,,,,,
204737,这笔,,,,r,,,,,,,,,
204739,助推,,,"动,压,帮助",v,,,,,,,,,
204741,热火队,,,,ORG,,,,,,,,,
204743,半年度,,,,0,,,,,,,,,
204747,东道主,,,,,,,,,,,,,
204749,徘徊,,,"走,又V",vn,,,,,,,,,
204751,漂亮,,,美,a,,,,,,,,,
204753,尽可能,,,"努力,全",v,,,,,,,,,
204757,深成指,,,,v,,,,,,,,,
204759,意向,,,"希望,目的",n,,,,,,,,,
204761,领跑,,,,v,,,,,,,,,
204763,临床,,,"消除,病",vn,,,,,,,,,
204765,挑选,,,选择,v,,,,,,,,,
204767,累积,,,"集中,多V,逐渐",vn,,,,,,,,,
204769,更衣室,,,"腔,房屋,服装,换",n,,,,,,,,,
204771,所得税,,,"资金,要求,国家,得到",n,,,,,,,,,
204773,英特尔,,,,ORG,,,,,,,,,
204775,低估,,,"评价,试,低",v,,,,,,,,,
204777,代言,,,,vn,,,,,,,,,
204779,制订,,,"建,固定V",v,,,,,,,,,
204781,年均,,,"分,也V,年",n,,,,,,,,,
204783,进驻,,,"生命V,留,里V",v,,,,,,,,,
204785,大满贯,,,,n,,,,,,,,,
204787,强队,,,,n,,,,,,,,,
204789,保级,,,,vn,,,,,,,,,
204791,好好,,,"段,时间,固定",a,,,,,,,,,
204793,高档,,,"高,程度",a,,,,,,,,,
204797,智利,,,"国家,C,H,L",LOC,,,,,,,,,
204799,北方,,,北,s,,,,,,,,,
204801,全天,,,,0,,,,,,,,,
204803,纠结,,,,v,,,,,,,,,
204805,其后,,,以后,t,,,,,,,,,
204807,盛宴,,,,n,,,,,,,,,
204809,要知道,,,,v,,,,,,,,,
204811,荣耀,,,"好,荣誉",an,,,,,,,,,
204813,火热,,,"热,很",a,,,,,,,,,
204815,文字,,,字符,n,,,,,,,,,
204817,领涨,,,,v,,,,,,,,,
204819,摊销,,,,vn,,,,,,,,,
204821,阵营,,,"国家,结合",n,,,,,,,,,
204823,集训,,,"学习,做,指导,集中",vn,,,,,,,,,
204827,二手房,,,,n,,,,,,,,,
204829,雅虎,,,,nt,,,,,,,,,
204831,口碑,,,,n,,,,,,,,,
204833,爆出,,,"产生,突然",v,,,,,,,,,
204839,公开赛,,,,0,,,,,,,,,
204841,国脚,,,,n,,,,,,,,,
204843,冰箱,,,"机,放置,冷",n,,,,,,,,,
204845,连败,,,,vn,,,,,,,,,
204847,贴心,,,,a,,,,,,,,,
204849,热刺,,,,ORG,,,,,,,,,
204851,敢于,,,勇敢,v,,,,,,,,,
204855,首付,,,,n,,,,,,,,,
204857,送往,,,"向,给,传",v,,,,,,,,,
204859,公寓,,,"房屋,生命V",0,,,,,,,,,
204861,攻略,,,,n,,,,,,,,,
204863,说起,,,"说,达到",v,,,,,,,,,
204865,为主题,,,,v,,,,,,,,,
204867,车展,,,,1,,,,,,,,,
204869,模拟,,,模仿,vn,,,,,,,,,
204871,江湖,,,"位置,各",n,,,,,,,,,
204877,发球,,,"球,放",v,,,,,,,,,
204879,市区,,,"地区,城市",0,,,,,,,,,
204881,按摩,,,"体,动,贴,压",vn,,,,,,,,,
204883,范冰冰,,,,PER,,,,,,,,,
204885,千克,,,"单位,重量,千",0,,,,,,,,,
204887,管制,,,"操作,限制",vn,,,,,,,,,
204889,尾盘,,,,n,,,,,,,,,
204891,篮下,,,,s,,,,,,,,,
204893,湖人队,,,,ORG,,,,,,,,,
204895,湖南省,,,,LOC,,,,,,,,,
204897,交往,,,"连接,关系,互相",vn,,,,,,,,,
204899,球门,,,,n,,,,,,,,,
204901,逢低,,,,v,,,,,,,,,
204907,大关,,,"位置,重要",n,,,,,,,,,
204909,感慨,,,"说,感情,兴奋",v,,,,,,,,,
204911,强力,,,"力,强",n,,,,,,,,,
204913,外地,,,"地方,其他",s,,,,,,,,,
204915,发酵,,,"分,细胞",v,,,,,,,,,
204917,揭晓,,,"告诉,广泛",vn,,,,,,,,,
204919,索契,,,,LOC,,,,,,,,,
204921,竞技,,,"技术,竞争",n,,,,,,,,,
204925,分散,,,"分,广泛",vn,,,,,,,,,
204927,推介,,,"建议,知道,",vn,,,,,,,,,
204931,全额,,,"数量,全",n,,,,,,,,,
204933,偏紧,,,,v,,,,,,,,,
204935,老股,,,,0,,,,,,,,,
204937,规格,,,"形式,规则,模仿",n,,,,,,,,,
204939,淘汰赛,,,,1,,,,,,,,,
204941,林丹,,,,PER,,,,,,,,,
204943,主营,,,,v,,,,,,,,,
204945,摇号,,,,vn,,,,,,,,,
204951,六大,,,,m,,,,,,,,,
204953,内存,,,"部件,信息,放置,保护,里",n,,,,,,,,,
204955,马年,,,,t,,,,,,,,,
204957,剧照,,,,n,,,,,,,,,
204959,罚球,,,,n,,,,,,,,,
204961,无效,,,"无,用N",v,,,,,,,,,
204963,于一,,,,nr,,,,,,,,,
204965,正好,,,恰好,d,,,,,,,,,
204967,读书,,,"看,书",v,,,,,,,,,
204969,新城,,,,0,,,,,,,,,
204971,主办方,,,,n,,,,,,,,,
204973,全明星,,,,n,,,,,,,,,
204975,债权,,,"权力,资金,借",n,,,,,,,,,
204977,又要,,,,v,,,,,,,,,
204979,送给,,,"给,让",v,,,,,,,,,
204981,繁荣,,,旺盛,a,,,,,,,,,
204983,参与者,,,,n,,,,,,,,,
204985,来袭,,,,v,,,,,,,,,
204987,不动产,,,"物,资金,固定",n,,,,,,,,,
204989,春运,,,,n,,,,,,,,,
204991,小企业,,,,ORG,,,,,,,,,
204993,物联网,,,,nz,,,,,,,,,
204995,假如,,,如果,c,,,,,,,,,
204997,年期,,,,n,,,,,,,,,
204999,穿越,,,"经过,里V,尖锐",v,,,,,,,,,
205001,动用,,,用,v,,,,,,,,,
205003,一战,,,,nz,,,,,,,,,
205005,同级,,,"级,也V",a,,,,,,,,,
205007,就可,,,,v,,,,,,,,,
205009,分离,,,分,v,,,,,,,,,
205011,下放,,,"放置,下",v,,,,,,,,,
205013,甜蜜,,,"好,成功,感觉",an,,,,,,,,,
205015,有色,,,"有A,色",a,,,,,,,,,
205017,布朗,,,,nr,,,,,,,,,
205019,防御,,,"保护,阻止",vn,,,,,,,,,
205021,兼顾,,,"其他,对待,注意",v,,,,,,,,,
205023,住建部,,,,ORG,,,,,,,,,
205025,高盛,,,,ORG,,,,,,,,,
205027,强行,,,强迫,d,,,,,,,,,
205029,松绑,,,"固定V,转,围,消除",v,,,,,,,,,
205033,购置,,,买,v,,,,,,,,,
205037,珠宝,,,"物,好,重要",n,,,,,,,,,
205039,大大,,,强,d,,,,,,,,,
205041,可靠,,,"可以A,相信",a,,,,,,,,,
205043,上任,,,"达到,位置,工作",v,,,,,,,,,
205045,手感,,,,n,,,,,,,,,
205047,难道,,,",",d,,,,,,,,,
205051,交割,,,,vn,,,,,,,,,
205053,新媒体,,,,n,,,,,,,,,
205055,破解,,,"操作,消除",v,,,,,,,,,
205057,周六,,,,0,,,,,,,,,
205059,福建省,,,,LOC,,,,,,,,,
205061,附件,,,"物,跟随",n,,,,,,,,,
205063,李亚鹏,,,,PER,,,,,,,,,
205065,热播,,,,n,,,,,,,,,
205067,每个月,,,,0,,,,,,,,,
205069,右脚,,,"脚,右",n,,,,,,,,,
205073,出货,,,,vn,,,,,,,,,
205075,加以,,,给,v,,,,,,,,,
205077,悲观,,,"认为N,悲伤",a,,,,,,,,,
205079,转基因,,,,nz,,,,,,,,,
205081,侦查,,,"检查,知道",vn,,,,,,,,,
205083,锦标赛,,,"荣誉,标志,规则,N竞争",0,,,,,,,,,
205085,题材股,,,,n,,,,,,,,,
205087,远远,,,"长,分",d,,,,,,,,,
205089,阿尔滨,,,,nt,,,,,,,,,
205091,关门,,,"门,关",v,,,,,,,,,
205093,股民,,,"人,证明N,投资,买",n,,,,,,,,,
205095,穆勒,,,,PER,,,,,,,,,
205099,这件事,,,,n,,,,,,,,,
205101,黄牌,,,,n,,,,,,,,,
205103,跨越,,,"经过,开,脚",vn,,,,,,,,,
205105,婴幼儿,,,"人,生长,新",n,,,,,,,,,
205107,开闸,,,,v,,,,,,,,,
205109,默克尔,,,,PER,,,,,,,,,
205111,受害者,,,"人,被,坏V",n,,,,,,,,,
205113,性价比,,,,n,,,,,,,,,
205115,筹码,,,"证明N,数量",n,,,,,,,,,
205117,透过,,,经过,v,,,,,,,,,
205123,捐赠,,,"给,帮助",vn,,,,,,,,,
205127,实业,,,企业,n,,,,,,,,,
205129,中兴,,,,ORG,,,,,,,,,
205131,现已,,,,d,,,,,,,,,
205135,环保部,,,,ORG,,,,,,,,,
205137,兼并,,,"结合,得到",vn,,,,,,,,,
205139,合格,,,"达到,规则,比",an,,,,,,,,,
205141,保本,,,,v,,,,,,,,,
205143,环境保护,,,"保护,环境",vn,,,,,,,,,
205145,消费税,,,,nz,,,,,,,,,
205147,张先生,,,,PER,,,,,,,,,
205151,年代,,,"时间,范围",n,,,,,,,,,
205153,连线,,,,vn,,,,,,,,,
205155,据称,,,"听,达到,曾经",d,,,,,,,,,
205157,而后,,,以后,d,,,,,,,,,
205161,利润率,,,"数量,比,得到,投资",n,,,,,,,,,
205163,杰克逊,,,,PER,,,,,,,,,
205167,泰达,,,,LOC,,,,,,,,,
205169,睡眠,,,睡,N,,,,,,,,,
205171,原先,,,"时间,开始A",d,,,,,,,,,
205173,等于,,,也V,v,,,,,,,,,
205175,众筹,,,,n,,,,,,,,,
205181,聚集,,,集中,v,,,,,,,,,
205183,旁边,,,"位置,短",f,,,,,,,,,
205185,持仓量,,,,n,,,,,,,,,
205187,事业单位,,,"企业,行业,社会",n,,,,,,,,,
205189,重庆市,,,,LOC,,,,,,,,,
205195,服用,,,吃,v,,,,,,,,,
205197,复合,,,结合,vn,,,,,,,,,
205199,汇总,,,集中,vn,,,,,,,,,
205201,传感器,,,"机,感觉,传",1,,,,,,,,,
205203,两个人,,,,0,,,,,,,,,
205205,外套,,,"服装,外",n,,,,,,,,,
205207,八一,,,,nz,,,,,,,,,
205209,转增,,,,v,,,,,,,,,
205211,客队,,,,n,,,,,,,,,
205213,接入,,,"里V,连接",vn,,,,,,,,,
205215,有色金属,,,"金属,有,色",n,,,,,,,,,
205217,攻势,,,"情况,打",n,,,,,,,,,
205219,去世,,,死,v,,,,,,,,,
205221,线条,,,线,n,,,,,,,,,
205223,推特,,,,ORG,,,,,,,,,
205225,峰值,,,"数量,高,最",n,,,,,,,,,
205227,显示屏,,,"病,放,甜",n,,,,,,,,,
205229,任期,,,"时间,段,承担",n,,,,,,,,,
205231,莫里斯,,,,PER,,,,,,,,,
205233,抓好,,,"做,好",v,,,,,,,,,
205235,史密斯,,,,PER,,,,,,,,,
205237,前瞻,,,,n,,,,,,,,,
205239,高手,,,"人,技术,高",PER,,,,,,,,,
205241,协定,,,"规则,互相,正式",n,,,,,,,,,
205243,当月,,,"月,现在D",t,,,,,,,,,
205245,赞成,,,同意,v,,,,,,,,,
205247,这样做,,,,v,,,,,,,,,
205249,只好,,,"只,可以",d,,,,,,,,,
205253,长安,,,,LOC,,,,,,,,,
205255,磋商,,,"讨论,选择",vn,,,,,,,,,
205257,催化剂,,,"物,变,快,使",n,,,,,,,,,
205259,历经,,,经过,v,,,,,,,,,
205261,老家,,,"地区,生长,以前",0,,,,,,,,,
205263,巅峰,,,,n,,,,,,,,,
205265,大牌,,,,n,,,,,,,,,
205267,开户,,,"名,资金,记,建",vn,,,,,,,,,
205269,前列,,,"秩序,前面",n,,,,,,,,,
205271,爱好者,,,"人,喜欢,兴趣",n,,,,,,,,,
205275,毛利,,,,n,,,,,,,,,
205277,中东,,,,LOC,,,,,,,,,
205279,大城市,,,,LOC,,,,,,,,,
205281,存放,,,"放置,保护",vn,,,,,,,,,
205287,韩国队,,,,ORG,,,,,,,,,
205289,倾向,,,"向N,发展",n,,,,,,,,,
205291,归还,,,"给,恢复",vn,,,,,,,,,
205293,盘整,,,,vn,,,,,,,,,
205295,套利,,,,vn,,,,,,,,,
205297,品类,,,,n,,,,,,,,,
205299,不败,,,,v,,,,,,,,,
205301,李先生,,,,PER,,,,,,,,,
205305,加重,,,"使,强",v,,,,,,,,,
205307,功夫,,,时间,1,,,,,,,,,
205309,抽签,,,"运气,选择,规则",vn,,,,,,,,,
205311,助阵,,,,v,,,,,,,,,
205313,专辑,,,,1,,,,,,,,,
205315,大单,,,,n,,,,,,,,,
205317,印证,,,证明,v,,,,,,,,,
205319,该片,,,,n,,,,,,,,,
205321,日方,,,,n,,,,,,,,,
205323,杨某,,,,nr,,,,,,,,,
205325,应收,,,,vn,,,,,,,,,
205327,责令,,,"要求,强迫",v,,,,,,,,,
205329,小威,,,,PER,,,,,,,,,
205331,高企,,,,v,,,,,,,,,
205333,变相,,,"形式,变",vn,,,,,,,,,
205337,左路,,,,n,,,,,,,,,
205339,低端,,,,n,,,,,,,,,
205341,审稿,,,,vn,,,,,,,,,
205343,郜林,,,,PER,,,,,,,,,
205345,金合,,,,nr,,,,,,,,,
205347,摊薄,,,,vn,,,,,,,,,
205349,少女,,,"人,生长,雌",n,,,,,,,,,
205351,女单,,,,n,,,,,,,,,
205353,延迟,,,"变,以后D",v,,,,,,,,,
205355,随之,,,"这,以后",d,,,,,,,,,
205359,净流入,,,,nz,,,,,,,,,
205361,勤勉,,,"努力,主动",an,,,,,,,,,
205363,清洗,,,"使,干净,水",v,,,,,,,,,
205365,度过,,,经过,v,,,,,,,,,
205367,优异,,,"好,很",a,,,,,,,,,
205369,黑莓,,,,ORG,,,,,,,,,
205371,天数,,,运气,n,,,,,,,,,
205373,听取,,,"听,得到",v,,,,,,,,,
205375,格外,,,很,d,,,,,,,,,
205377,照明,,,"射,光",vn,,,,,,,,,
205381,看重,,,"注意,重要",v,,,,,,,,,
205383,密切,,,紧,ad,,,,,,,,,
205385,接手,,,"换,承担",v,,,,,,,,,
205389,答复,,,回答,vn,,,,,,,,,
205391,首相,,,"领导,最,政府,国家",n,,,,,,,,,
205393,小心,2,,"注意,认真",V,,,,,,,,,
205393,小心,1,,"认真,注意",a,,,,,,,,,
205397,审慎,,,"认真,注意",a,,,,,,,,,
205399,客服,,,,n,,,,,,,,,
205401,可比,,,"比,可以",v,,,,,,,,,
205403,惊艳,,,,an,,,,,,,,,
205405,红线,,,,n,,,,,,,,,
205409,本金,,,"资金,开始A",n,,,,,,,,,
205411,过剩,,,"超过,需要",v,,,,,,,,,
205413,惨败,,,"日,全",vn,,,,,,,,,
205415,十八大,,,,nz,,,,,,,,,
205417,复印件,,,,n,,,,,,,,,
205419,历任,,,"各,以前,A承担",v,,,,,,,,,
205421,险胜,,,,v,,,,,,,,,
205423,控卫,,,,n,,,,,,,,,
205425,节点,,,"点,连接",n,,,,,,,,,
205427,其间,,,里,f,,,,,,,,,
205429,摄入,,,,v,,,,,,,,,
205431,商用,,,"用,行业,卖",a,,,,,,,,,
205433,成长性,,,,n,,,,,,,,,
205437,会见,,,"看,遇",vn,,,,,,,,,
205439,赵薇,,,,PER,,,,,,,,,
205443,节省,,,节约,v,,,,,,,,,
205445,大胆,,,勇敢,a,,,,,,,,,
205447,中国网,,,,0,,,,,,,,,
205449,副部长,,,,,,,,,,,,,
205451,收储,,,,vn,,,,,,,,,
205453,中欧,,,,ns,,,,,,,,,
205457,开采,,,"选择,拿",v,,,,,,,,,
205459,上篮,,,,v,,,,,,,,,
205465,大致,,,大约,d,,,,,,,,,
205467,二级,,,,0,,,,,,,,,
205469,当成,,,"是,认为",v,,,,,,,,,
205471,度假,,,"段,时间,休息,进行",vn,,,,,,,,,
205473,清新,,,干净,a,,,,,,,,,
205475,曝出,,,,v,,,,,,,,,
205477,激战,,,"斗争,紧,强",v,,,,,,,,,
205479,曾任,,,"曾经,承担",v,,,,,,,,,
205481,赔率,,,,n,,,,,,,,,
205483,岁以,,,,v,,,,,,,,,
205485,反对派,,,,n,,,,,,,,,
205487,彭帅,,,,PER,,,,,,,,,
205489,夜间,,,"日,黑",t,,,,,,,,,
205491,喜爱,,,喜欢,vn,,,,,,,,,
205493,弗格森,,,,PER,,,,,,,,,
205495,盟友,,,,n,,,,,,,,,
205497,卫冕,,,,vn,,,,,,,,,
205499,头部,,,头,n,,,,,,,,,
205501,会面,,,"看,遇",vn,,,,,,,,,
205503,一带,,,"位置,短",n,,,,,,,,,
205505,不利于,,,,v,,,,,,,,,
205507,用车,,,"机,动,用",n,,,,,,,,,
205509,二者,,,"方面,2",r,,,,,,,,,
205511,一身,,,"体,生物,全",m,,,,,,,,,
205513,考量,,,想,v,,,,,,,,,
205515,新疆队,,,,ORG,,,,,,,,,
205517,跌势,,,,n,,,,,,,,,
205519,成交额,,,,n,,,,,,,,,
205523,差异化,,,,vn,,,,,,,,,
205525,副院长,,,,n,,,,,,,,,
205527,倒地,,,,v,,,,,,,,,
205529,了当,,,,a,,,,,,,,,
205531,分流,,,"流,分",vn,,,,,,,,,
205533,斯特林,,,,PER,,,,,,,,,
205537,睡觉,,,睡,v,,,,,,,,,
205539,银华,,,,nt,,,,,,,,,
205541,询价,,,,vn,,,,,,,,,
205543,流传,,,"传,广泛",v,,,,,,,,,
205545,很重要,,,,a,,,,,,,,,
205549,月度,,,,n,,,,,,,,,
205551,海量,,,,a,,,,,,,,,
205553,蓝宝石,,,"石,美,硬,蓝",n,,,,,,,,,
205555,美日,,,,ns,,,,,,,,,
205557,党委书记,,,"领导,最,。,操作,集体,政府",PER,,,,,,,,,
205559,内置,,,,v,,,,,,,,,
205561,奥斯卡,,,,nz,,,,,,,,,
205563,本泽马,,,,PER,,,,,,,,,
205565,衍生品,,,,n,,,,,,,,,
205567,基金业,,,,n,,,,,,,,,
205569,里贝里,,,,PER,,,,,,,,,
205571,腕表,,,,n,,,,,,,,,
205573,凭证,,,证明N,n,,,,,,,,,
205575,猛龙,,,,ORG,,,,,,,,,
205577,账面,,,,n,,,,,,,,,
205579,任何人,,,"人,全",r,,,,,,,,,
205581,克里,,,,PER,,,,,,,,,
205583,调整后,,,,t,,,,,,,,,
205585,对华,,,,a,,,,,,,,,
205589,资费,,,"资金,用",n,,,,,,,,,
205591,深市,,,,ORG,,,,,,,,,
205593,持续性,,,,n,,,,,,,,,
205595,权重,,,,n,,,,,,,,,
205597,叠加,,,"多V,又V",v,,,,,,,,,
205599,就这样,,,,d,,,,,,,,,
205603,扭矩,,,,n,,,,,,,,,
205605,气息,,,"味,气",n,,,,,,,,,
205607,辐射,,,"射,广泛",vn,,,,,,,,,
205609,入手,,,"做,开始",v,,,,,,,,,
205613,入场,,,,vn,,,,,,,,,
205615,购票,,,,v,,,,,,,,,
205617,反恐,,,,vn,,,,,,,,,
205619,二战,,,,0,,,,,,,,,
205621,格里芬,,,,PER,,,,,,,,,
205623,机组,,,"组,机",n,,,,,,,,,
205627,独自,,,"1D,自己",d,,,,,,,,,
205629,斯诺登,,,,PER,,,,,,,,,
205633,杀跌,,,,vn,,,,,,,,,
205635,人民法院,,,"部门,选择,规则,国家",ORG,,,,,,,,,
205637,搜狗,,,,0,,,,,,,,,
205639,中华,,,"国家,C,N",ORG,,,,,,,,,
205641,湖北省,,,,LOC,,,,,,,,,
205643,库里,,,,nr,,,,,,,,,
205645,健身,,,"动,强,体",v,,,,,,,,,
205647,创办,,,"建,新",v,,,,,,,,,
205649,加仓,,,,vn,,,,,,,,,
205651,结局,,,"情况,结束",n,,,,,,,,,
205653,号称,,,"是,名",v,,,,,,,,,
205655,其他人,,,,r,,,,,,,,,
205657,动向,,,"向N,动",n,,,,,,,,,
205659,预选赛,,,,0,,,,,,,,,
205661,出道,,,,v,,,,,,,,,
205663,营改增,,,,nz,,,,,,,,,
205665,远低于,,,,v,,,,,,,,,
205667,响应,,,"反应,对待",vn,,,,,,,,,
205669,借壳,,,,v,,,,,,,,,
205671,不良,,,"好,不",a,,,,,,,,,
205673,大额,,,"数量,资金,大",a,,,,,,,,,
205675,比起,,,比,v,,,,,,,,,
205677,春季,,,"季节,变,热",0,,,,,,,,,
205679,这么多,,,"多,这",D,,,,,,,,,
205681,一时,,,"时间,短",0,,,,,,,,,
205683,日本队,,,,ORG,,,,,,,,,
205685,被查,,,,v,,,,,,,,,
205687,出自,,,"是,来源",v,,,,,,,,,
205689,区别,1,(动词),区分,V,,,,,,,,,
205691,麦当劳,,,,ORG,,,,,,,,,
205693,通讯社,,,"企业,信息,广泛",ORG,,,,,,,,,
205695,新材料,,,,n,,,,,,,,,
205697,外线,,,"线,外",n,,,,,,,,,
205699,冬天,,,"季节,冷",0,,,,,,,,,
205701,获奖,,,"得到,给,荣誉",vn,,,,,,,,,
205703,颇有,,,,v,,,,,,,,,
205705,年纪,,,"数量,年,生命",n,,,,,,,,,
205707,找回,,,"动,恢复,找",v,,,,,,,,,
205709,黑马,,,,n,,,,,,,,,
205711,口味,,,"味,吃",n,,,,,,,,,
205713,锋线,,,,n,,,,,,,,,
205715,六个月,,,,0,,,,,,,,,
205717,招募,,,"要求,参加,广泛",v,,,,,,,,,
205719,战斗力,,,"力,斗争",n,,,,,,,,,
205721,此项,,,,r,,,,,,,,,
205723,迈出,,,"开,脚",v,,,,,,,,,
205725,提价,,,"价格,多V",vn,,,,,,,,,
205727,不止,,,"停,不",v,,,,,,,,,
205729,走红,,,,v,,,,,,,,,
205731,偏好,,,,n,,,,,,,,,
205733,提供商,,,,n,,,,,,,,,
205735,屡屡,,,"多,又N",d,,,,,,,,,
205737,摄影,,,"射,图",vn,,,,,,,,,
205739,山西省,,,,LOC,,,,,,,,,
205741,篮协,,,,ORG,,,,,,,,,
205743,李嘉诚,,,,PER,,,,,,,,,
205745,演技,,,,n,,,,,,,,,
205747,企图,,,"试,希望",vn,,,,,,,,,
205749,仍可,,,,v,,,,,,,,,
205751,看空,,,,v,,,,,,,,,
205753,主机,,,"机,主要",n,,,,,,,,,
205755,注销,,,"记,消除",v,,,,,,,,,
205757,农行,,,,ORG,,,,,,,,,
205759,远程,,,"长,分",n,,,,,,,,,
205761,小姐,,,"人,旺盛,雌",n,,,,,,,,,
